"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"78","Pattern_21","Alzheimers Disease	0.18203290521596682	0.3288861976232249	0.059817781295914765	1.806740365062179	0.328609716056259	0.0032375090110351905	-4.502693055484716e-09	8.491501535499952e-09	-0.5302587577309567
Pattern_21	Anorexia Nervosa	0.18203290521596682	0.1750610081307088	0.02455295101781513	0.9616997977536729	0.13488193790394715	0.776610839807685	1.9330757665330008e-09	7.0643767637211725e-09	0.27363712768835247
Pattern_21	Autism Spectrum Disorder	0.18203290521596682	0.16527944248541912	0.023259866282997907	0.9079646467726749	0.1277783610353415	0.47301138617493266	3.823475796302196e-09	1.9963242998097812e-08	0.19152578549820357
Pattern_21	Bipolar Disorder	0.18203290521596682	0.19823835473115403	0.03138596108138763	1.0890248358996457	0.17241916259124038	0.6093699239145641	-1.454743322434843e-08	1.6471354846702144e-08	-0.8831959094889564
Pattern_21	Body Mass Index	0.18203290521596682	0.1956190485568863	0.012736582733112579	1.0746356452686434	0.06996857363783592	0.28548183369003144	-2.600785415664049e-09	2.483478626104474e-09	-1.0472348698017908
Pattern_21	Celiac Disease	0.18203290521596682	0.2655418632119668	0.04565885661758587	1.4587574861639636	0.2508274894773308	0.04359337494031056	-2.136252226755554e-08	1.7726097662795794e-08	-1.2051452425646967
Pattern_21	Coronary Artery Disease	0.18203290521596682	0.29447666768153985	0.04187225585756902	1.6177111898102594	0.23002575170621536	0.004435429244419275	-1.2572680975388725e-09	3.461604713568117e-09	-0.3632038322027008
Pattern_21	Crohns Disease",0.182032905215967,0.288426015815639,0.0309883979890981,1.58447185948851,0.17023514486204,0.000354273384022039,-1.27947050404634e-08,2.07985218568128e-08,-0.615173767085393,0.538439970118948,0.786293289697511
"79","Pattern_21","Depressive Symptoms",0.182032905215967,0.17355174127502,0.0262261406604365,0.953408621749543,0.144073625750912,0.746070811934567,1.44331515450808e-09,1.48391513333145e-09,0.972639959043875,0.330732275479325,0.652375277584222
"80","Pattern_21","Ever Smoked",0.182032905215967,0.179083066813688,0.0296604880749718,0.983795026515786,0.162940255443279,0.92074559075516,1.42948989624234e-09,3.32905719866749e-09,0.429397817740865,0.667633741637602,0.866309218251831
"81","Pattern_21","Fasting Glucose",0.182032905215967,0.304906717878976,0.0507001680046933,1.67500879864127,0.278521995485057,0.0107588655431474,2.61331369038227e-09,6.10413957861327e-09,0.428121548782795,0.668562628904749,0.866309218251831
"82","Pattern_21","HDL Cholesterol",0.182032905215967,0.311877505638611,0.0363420800907468,1.71330290679366,0.199645663225723,0.000476419767981272,-7.06674277409414e-10,5.68623830067759e-09,-0.124277991888804,0.901095172125829,0.962319014261932
"83","Pattern_21","Height",0.182032905215967,0.289952357224548,0.0183346238805483,1.59285683476042,0.100721481420053,1.57487961305681e-08,2.6411170104977e-10,4.40936062397826e-09,0.0598979588136931,0.952236905608615,0.982410051401298
"84","Pattern_21","Inflammatory Bowel Disease",0.182032905215967,0.293955358340669,0.0284767984323049,1.61484737054499,0.156437641856672,0.000151456169514791,-1.38722825668645e-08,1.20261546307083e-08,-1.15350941284608,0.248701356291256,0.574063345704547
"85","Pattern_21","LDL Cholesterol",0.182032905215967,0.347217906972564,0.0410848767052666,1.90744583546925,0.225700274664753,6.79602596859376e-05,-3.30184532936064e-09,4.97347326468565e-09,-0.663891239308659,0.506759923765762,0.773349267547751
"86","Pattern_21","Systemic Lupus Erythematosus",0.182032905215967,0.34351647845716,0.0564882870329762,1.88711199246975,0.310319098439689,2.39148387436639e-05,-1.19748711921781e-08,2.19767506822995e-08,-0.544888157730382,0.58583044147874,0.814690272237862
"87","Pattern_21","Multiple Sclerosis",0.182032905215967,0.788690211955297,0.300538129247113,4.33267936376438,1.65100990334989,6.54901946234838e-07,-1.56948517131128e-09,1.22527299341867e-08,-0.128092692791034,0.898075618720059,0.961797170380906
"88","Pattern_21","Neuroticism",0.182032905215967,0.152609724660957,0.0133761852759379,0.838363396331551,0.0734822380605758,0.0361397701438548,-2.27827519692836e-09,1.89133934573504e-09,-1.2045829861605,0.228364328048685,0.558705714668515
