,Pattern_1,Pattern_2,Pattern_3,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9,Pattern_10,Pattern_11,Pattern_12,Pattern_13,Pattern_14,Pattern_15,Pattern_16,Pattern_17,Pattern_18,Pattern_19,Pattern_20,Pattern_21,Pattern_22,Pattern_23,Pattern_24,Pattern_25,Pattern_26,Pattern_27,Pattern_28
NPIPB12,0.000346295,0.000592878,0.000425583,0.000425466,0.00357191,0.000495632,0.000246988,0.001087134,0.000430897,0.000296288,0.000357112,0.000887013,0.000643131,0.000255202,0.000327709,0.000243019,0.000112085,0.000312558,0.000450629,0.000397082,0.000361611,5.70E-05,0.000384013,0.000244239,0.000758007,0.000409781,5.03E-05,0.00016384
SPN,0.000406813,0.001641523,0.000483533,0.000692281,0.001285822,0.001049627,0.000572556,0.00983761,0.000523082,0.012399008,0.001399,0.001986769,0.000704591,0.000267878,0.00083403,0.000298569,0.000136068,0.000347222,0.00042174,0.001199203,0.00106432,5.95E-05,0.00443988,0.000480271,0.005241374,0.001291731,9.16E-05,0.000344956
QPRT,0.057556525,0.033858135,0.010240509,0.199115917,0.131580859,0.012865581,0.074378587,0.366711855,0.019398922,0.028510092,0.17941542,0.374715537,0.025248386,0.00011287,0.01057711,0.008441676,0.000115533,0.000220109,0.001077372,0.049204394,0.007033439,0.002082532,0.053850606,0.230956048,0.001301973,0.015713517,0.000594528,0.003505302
C16orf54,0.000304062,0.000731328,0.000428461,0.000396695,0.00086573,0.000414991,0.000411894,0.004276286,0.000459934,0.000717516,0.0008779,0.000705669,0.000390009,0.000199258,0.000320364,0.00020418,0.00011834,0.000258862,0.000368621,0.000512518,0.000332455,5.11E-05,0.000895764,0.000275359,0.000696283,0.00047542,5.39E-05,0.000197199
AC009133.3,0.000256962,0.000390982,0.000299659,0.000310352,0.000756647,0.000254023,0.000203677,0.000686068,0.00033611,0.000230166,0.000230954,0.00044716,0.000298354,0.00014067,0.000234635,0.000155839,8.54E-05,0.000245062,0.000267105,0.000263317,0.000246188,4.10E-05,0.000271895,0.000210624,0.000413931,0.000248596,3.99E-05,0.000121992
KIF22,0.094842017,0.144401252,0.099944085,0.231147528,0.705664635,0.107921466,0.054535337,0.209641621,0.157210723,0.030661032,0.144730791,0.378130138,0.294429272,0.303649396,0.212056294,0.2133701,0.068413898,0.155409142,0.149386317,0.29469353,0.92766577,0.060523223,0.13941437,0.138733163,0.342372268,0.137964025,0.022540821,0.078020662
AC009133.4,0.008806184,0.005693007,0.011063285,0.003415618,0.003784621,0.01585483,0.000904543,0.001681038,0.006996265,0.001243371,0.004115273,0.012926719,0.011010377,0.065221205,0.007517027,0.018832181,0.006682341,0.008414513,0.02384376,0.008388045,0.003791401,0.006695257,0.004314681,0.000593203,0.000670072,0.006668336,0.00021674,0.000529162
MAZ,0.436252207,0.110272862,0.370343983,0.782258153,1.302730322,0.093363211,0.305098742,0.464030474,0.34411183,0.148119032,0.239837676,0.459233105,0.370401502,0.349746495,0.226599306,0.52996099,0.456713498,0.746384859,0.370007843,0.541580558,1.298094869,0.155690461,0.518128932,0.219748557,0.949873269,0.594921112,0.185555458,0.331118673
AC009133.2,0.000306645,0.000711554,0.00048977,0.000350363,0.001275021,0.000454181,0.000223149,0.000810771,0.000433872,0.000281658,0.000304451,0.000674294,0.001255331,0.000303194,0.000314822,0.000307219,0.000125681,0.000291946,0.000602414,0.000409624,0.000291931,6.82E-05,0.000286487,0.000274889,0.000509944,0.000272082,5.34E-05,0.000166288
AC009133.1,0.007531702,0.026819121,0.018653288,0.041826382,0.17794697,0.057188813,0.000514451,0.020185353,0.014706889,0.000819179,0.005198828,0.049802877,0.052150209,0.029829936,0.052794803,0.001511534,0.028639793,0.052836198,0.003872306,0.126514122,0.081494279,0.005927438,0.000277766,0.007047668,0.02299721,0.0286135,0.000286471,0.004078732
PRRT2,0.264199436,0.076859482,0.16252926,0.306578308,0.497136682,0.138517514,0.006533563,0.051571704,0.071361884,0.188855395,0.025348241,0.185191438,0.191603437,0.318174213,0.359131575,0.494622469,0.645343602,0.360522956,0.220209718,0.382744491,0.158322439,0.109985821,0.050088327,0.028484052,1.268850803,0.243914798,0.004314413,0.017316472
PAGR1,0.388129324,0.131506413,0.022386096,0.391927361,0.173868835,0.214281157,0.038383886,0.285560995,0.275577694,0.090797216,0.118583851,0.230656087,0.186047524,0.953182936,0.340193242,0.415833563,0.433230579,0.163027361,0.294993103,0.277893066,1.010875106,0.303550631,0.501429379,0.188879475,1.689451098,0.682614326,0.048933256,0.005389717
MVP,0.107765578,0.046369333,0.039039619,0.007766732,0.042830359,0.039357632,0.018914362,0.56906122,0.105556324,0.039375518,0.035790388,0.061476395,0.084385894,0.099840127,0.061604455,0.030739456,0.012952683,0.002588355,0.018884959,0.068744138,0.075312123,0.001060485,0.058506619,0.027791211,0.443818122,0.030978164,0.000323789,0.00244357
CDIPT,0.295313925,0.40659526,0.341006547,0.357897371,0.263480902,0.265284002,0.134111792,0.437440246,0.866364479,0.084208682,0.117953174,0.55056119,0.247926459,0.253126085,0.460407108,0.609578967,0.697496891,0.302559763,0.689501107,0.47677508,0.400004804,0.292449534,0.495263308,0.341738403,0.860727489,0.517744958,0.102426268,0.240815893
AC120114.2,0.000628097,0.002252425,0.002649613,0.000523332,0.002136181,0.001689024,0.000518094,0.001634198,0.000980852,0.000364337,0.000768742,0.00146392,0.001525588,0.001281715,0.000648908,0.001027406,0.00054579,0.00070389,0.001181772,0.003480773,0.000523424,0.000160549,0.000823957,0.000590823,0.000644058,0.000747919,8.70E-05,0.000394817
SEZ6L2,0.493401736,0.56196183,0.327804714,0.730502605,0.212679118,0.080592081,0.079875596,0.192564607,2.499222279,0.053770158,0.155301079,0.073899075,0.379310459,0.063407116,0.302489758,0.82256496,0.835996449,0.69409734,0.898994923,0.614476562,0.443048865,0.340684503,0.156748787,0.065685362,0.894727528,0.52275908,0.193539515,0.519378364
ASPHD1,0.239795804,0.192057326,0.154919952,0.097018167,0.023299295,0.24018608,0.213757545,0.045404557,0.383226365,0.037183236,0.042600065,0.051593754,0.364483386,0.180114254,0.181737348,0.298484802,0.425904244,0.296741515,0.330691695,0.32729128,0.150135979,0.096111409,0.027312366,0.036043104,0.32527265,0.256339461,0.021560166,0.138159201
KCTD13,0.164434195,0.098162822,0.096821405,0.31478259,0.911416233,0.140881166,0.021733165,0.06416823,0.651766598,0.008759222,0.047924068,0.089757793,0.15414688,0.099006392,0.157426387,0.129372388,0.107989348,0.172509834,0.179430306,0.205694795,0.037937116,0.036931287,0.142258018,0.073391587,0.203106433,0.204323635,0.017373746,0.075644985
AC120114.1,0.000471061,0.000572301,0.000566252,0.000432856,0.000911352,0.000808678,0.000282234,0.001106791,0.000979041,0.000310741,0.000399286,0.000654433,0.000463012,0.00023909,0.000342827,0.000304154,0.000136885,0.000424255,0.000504578,0.00047201,0.00031392,5.83E-05,0.000351048,0.000465743,0.000624433,0.000388852,5.95E-05,0.000197212
TMEM219,0.198088884,0.16331324,0.271172315,0.118263453,0.269235998,0.184484214,0.355341733,0.576532662,0.318295568,0.265893608,0.154763654,0.472802341,0.12738578,0.221303046,0.245742664,0.149417102,0.118676879,0.151575223,0.161309198,0.294306517,0.584140837,0.039003946,0.404543579,0.518826962,0.435453534,0.324645489,0.060538724,0.189367533
TAOK2,0.245023221,0.268660933,0.113545254,0.204939902,0.471526116,0.087937787,0.071327403,0.314607501,0.299655408,0.055914562,0.093816392,0.32881856,0.152206168,0.43548882,0.027540822,0.121576913,0.191655889,0.273377448,0.116476484,0.120706715,0.153310195,0.118194684,0.172976404,0.097338744,0.411884129,0.173673883,0.01887325,0.057709366
HIRIP3,0.057824887,0.100785069,0.144887418,0.127212808,0.400909603,0.150245458,0.117114462,0.133226365,0.098260306,0.045013458,0.066089191,0.266384453,0.053067602,0.15309839,0.092126049,0.153170332,0.151129737,0.128707618,0.086925544,0.140097275,0.474391103,0.04922777,0.132492542,0.094166063,0.299022198,0.129867882,0.006402906,0.05138116
INO80E,0.163022846,0.146769837,0.212196931,0.151204497,0.433122963,0.17950727,0.119312063,0.212979361,0.236705869,0.036671139,0.073752172,0.405970305,0.16746749,0.252541035,0.135297045,0.122122802,0.161279649,0.199226394,0.180449039,0.157324657,0.43930459,0.069630779,0.221326247,0.138322458,0.351495743,0.121677272,0.020977,0.071643665
DOC2A,0.01819182,0.097791404,0.199967563,0.109062709,0.191269383,0.127096549,0.001376176,0.031478718,0.004540386,0.016592206,0.022526341,0.043549694,0.103870705,0.339747399,0.130057856,0.373081923,0.129267648,0.04382813,0.130234227,0.049881253,0.017333617,0.042491876,0.06660407,0.006104448,0.772149444,0.00691377,0.000658535,0.019293955
C16orf92,0.000395359,0.000565126,0.00042528,0.00048873,0.001720138,0.000411904,0.000225673,0.001042764,0.000526754,0.000288594,0.000332524,0.000645645,0.00053986,0.000234095,0.000353337,0.000224971,0.000106982,0.00036795,0.000347203,0.000437761,0.000302519,5.35E-05,0.000276977,0.000285834,0.000665721,0.000348034,5.32E-05,0.0001471
TLCD3B,0.3712129,0.248705432,0.440659791,0.401586384,0.485716701,0.240124807,0.034130517,0.040516715,0.27014181,0.015440857,0.137384236,0.164337352,0.194019392,0.38693279,0.401884168,0.539687216,0.524722278,0.353670806,0.34471488,0.451017082,0.356752455,0.214728549,0.158692122,0.053645827,0.66172725,0.574910402,0.087104492,0.303140461
AC093512.2,0.00026266,0.000432708,0.000355639,0.000349431,0.000771426,0.000300591,0.000215471,0.000870552,0.000356505,0.000250169,0.000295778,0.000525744,0.000379424,0.000153265,0.000268468,0.000188386,8.94E-05,0.000256941,0.000289187,0.000332438,0.000272716,4.38E-05,0.000298511,0.000242282,0.000437755,0.000271968,4.46E-05,0.000161999
ALDOA,0.013666958,0.174807444,0.048810117,0.035727762,0.127907529,0.165618762,0.004578018,0.064453244,0.352133393,0.02229052,0.097029194,0.192961246,0.167827696,0.036824517,0.148815349,0.011520809,0.098499447,0.033275992,0.071083926,0.12775749,0.061831582,0.019792739,0.019855924,0.058504697,0.161622986,0.012904266,0.000230293,0.06796544
AC093512.1,0.000771814,0.003163396,0.000979854,0.000755073,0.001711727,0.001249191,0.00039052,0.001733904,0.000964222,0.000508065,0.00080651,0.001484823,0.000885528,0.000566435,0.00044484,0.000346454,0.000257676,0.000574832,0.000748049,0.000719499,0.000396794,9.29E-05,0.000429202,0.000607716,0.001662909,0.000472227,6.00E-05,0.000241745
PPP4C,0.180057809,0.158791959,0.384221971,0.310875177,0.559374809,0.235155612,0.102129631,0.315461934,0.317894608,0.03143407,0.091655143,0.570873559,0.256018043,0.287610739,0.357231915,0.197266683,0.265585184,0.283285052,0.413709372,0.363798499,0.356336087,0.146694183,0.197652802,0.272530735,0.215180382,0.399974912,0.044002727,0.126864776
TBX6,0.009185912,0.007454003,0.002888861,0.004127982,0.01257895,0.006980556,0.000745906,0.02571694,0.007530754,0.002316844,0.001068055,0.037175231,0.014726486,0.003672665,0.000778142,0.001386691,0.00067191,0.001590674,0.004661095,0.008752351,0.008573992,0.000577586,0.002136953,0.006075752,0.001786576,0.003565194,0.00050501,0.001238017
YPEL3,0.566485882,0.407468855,0.373636454,0.645087659,0.496069163,0.310347736,0.196546882,0.31727162,0.288255513,0.400451422,0.166222259,0.448096633,0.387532651,0.754786909,0.916867912,0.473030359,0.813045144,0.194706574,0.339042544,0.563544393,0.385517657,0.344692796,0.872547507,0.381341249,2.753234148,0.56716466,0.100370735,0.168306127
AC012645.1,0.044461958,0.025384622,0.031531103,0.009581862,0.065827072,0.026192326,0.003554981,0.013194746,0.031949136,0.001461273,0.012646227,0.046216346,0.022777516,0.045715429,0.037173774,0.046862941,0.029833963,0.016503904,0.041664287,0.042933132,0.01410888,0.001596368,0.012608731,0.02590665,0.029925823,0.018671338,0.002092948,0.007971597
GDPD3,0.06543868,0.033370182,0.010703223,0.025462143,0.06005533,0.029311428,0.001033157,0.140984312,0.004895082,0.004817494,0.006926866,0.107912019,0.039469048,0.213955492,0.071424656,0.062056549,0.025694568,0.055974647,0.110872969,0.017936049,0.030199917,0.002477719,0.152129024,0.027833752,0.432823241,0.114904672,0.000303605,0.002625156
AC012645.4,0.000385858,0.001123352,0.000654376,0.000506662,0.002974767,0.00049478,0.00029866,0.000960855,0.000667663,0.000313145,0.000472978,0.000966876,0.000556004,0.00025677,0.000355738,0.00029455,0.00012436,0.000550746,0.000413243,0.000345216,0.000357783,6.07E-05,0.000421557,0.000335862,0.000499503,0.000339923,5.00E-05,0.000183815
MAPK3,0.17569463,0.283507258,0.069271095,0.259564638,0.651697874,0.109511599,0.193250299,0.426567346,0.168413222,0.18757917,0.134421095,0.477058053,0.253017992,0.142455757,0.253289551,0.071102969,0.129270926,0.226950362,0.196643949,0.224632844,0.097147025,0.049738012,0.317633659,0.240556136,0.682073414,0.180709422,0.017802838,0.100142464
CORO1A,0.123740576,0.155310169,0.084455982,0.251016408,0.507918119,0.074587509,0.018464861,0.197469473,0.025160113,0.172068179,0.048811112,0.131611228,0.153304979,0.322785735,0.064756379,0.211215004,0.236476019,0.123658374,0.178318411,0.237109452,0.008048647,0.031742707,0.125371411,0.002616576,0.234830484,0.04238278,0.009505998,0.053497273
AC012645.3,0.000659248,0.013415438,0.003273761,0.000543811,0.008832726,0.00590279,0.000449044,0.006368071,0.000429157,0.000412253,0.000603507,0.001343835,0.00137033,0.009287311,0.000320031,0.000743665,0.005868961,0.001581345,0.001179603,0.009708962,0.000301444,0.000130643,0.000260011,0.000340787,0.001075304,0.000299273,6.19E-05,0.000241107
BOLA2B,0.014449675,0.047453206,0.100905992,0.027758503,0.101695158,0.076189198,0.023398332,0.053316087,0.113324419,0.00163567,0.027410185,0.059008099,0.041301586,0.024085237,0.040097103,0.00569718,0.012781798,0.029188823,0.019921616,0.017972264,0.093176149,0.012148009,0.007979523,0.036786702,0.008982744,0.039570373,0.000539742,0.027681945
SLX1A,0.001911267,0.013004631,0.005230059,0.006387367,0.040689323,0.019199627,0.0003994,0.006053657,0.00961706,0.000295313,0.002845141,0.010612099,0.012212862,0.013218899,0.002946229,0.002183432,0.002837147,0.005158228,0.002338977,0.007645916,0.008774908,0.000270194,0.000535651,0.001656491,0.00104389,0.002765684,0.000168973,0.000663861
SULT1A3,0.028386788,0.0415622,0.003468728,0.020817235,0.18682459,0.074700773,0.000416079,0.038235631,0.019917879,0.000850477,0.005665411,0.043385092,0.038130645,0.176428497,0.011603038,0.006106645,0.02446733,0.02091244,0.008800157,0.043074802,0.00701815,0.00640714,0.050067015,0.00519048,0.191040367,0.044174559,0.000596326,0.000904265
NPIPB13,0.000827555,0.001576643,0.001009118,0.033755627,0.042912006,0.000755557,0.000781223,0.026784681,0.00399116,0.000741707,0.003415356,0.018714575,0.014083751,0.003954052,0.000309775,0.000156313,0.000361605,0.082412153,0.000327185,0.00202178,0.002853065,3.86E-05,0.00187706,0.000774901,0.195354998,0.008852908,9.57E-05,0.00051437
CD2BP2,0.156282276,0.211264476,0.217377067,0.171512038,0.507355928,0.136383325,0.132010594,0.251816571,0.317635417,0.043251935,0.105083086,0.383236647,0.197070196,0.378366709,0.100900359,0.154704854,0.235121399,0.228291079,0.207253799,0.316043168,0.359535605,0.111210346,0.233112365,0.141757607,0.314321101,0.220252231,0.027833356,0.061598908
CD2BP2-DT,0.000497764,0.001493032,0.00104863,0.000456023,0.002917857,0.002184602,0.000469598,0.005817668,0.000919019,0.000482174,0.000632729,0.002080531,0.001138832,0.000501256,0.000729482,0.00048569,0.000219353,0.00067369,0.000783743,0.001458459,0.001228388,0.000102966,0.000586674,0.00068236,0.000755094,0.001257927,8.94E-05,0.000496883
TBC1D10B,0.199229538,0.175159156,0.18457903,0.232896462,0.450370371,0.115370661,0.237512484,0.169671416,0.217408612,0.073772527,0.076139085,0.336126387,0.118069984,0.330661654,0.099985041,0.218759015,0.164548814,0.29932794,0.083690219,0.127830356,0.271830082,0.065294296,0.254160315,0.084928595,0.606543005,0.222033396,0.013104536,0.037839606
AC106782.5,0.000332771,0.000789861,0.00049618,0.000400335,0.001442696,0.00054289,0.000297981,0.001450242,0.000418641,0.000378306,0.000474686,0.000579066,0.00082723,0.000284142,0.000386646,0.000242333,0.000152899,0.00045928,0.000364619,0.000475725,0.000661899,7.08E-05,0.000463489,0.000284795,0.00056974,0.000505998,5.60E-05,0.000174204
MYLPF,0.272206008,0.05370719,0.02410166,0.118321769,0.099713124,0.054474972,0.008241574,0.023697333,0.036685567,7.93E-05,0.039175119,0.099716842,0.078937456,0.301531672,0.056522667,0.014448398,0.04006445,0.133076996,0.199842677,0.000299655,0.044820074,0.059798811,0.192596376,0.019541996,0.399931073,0.057704818,0.000196558,0.006034468
ZNF48,0.130967587,0.084675722,0.139119864,0.170001745,0.370820105,0.054299105,0.027009487,0.031985275,0.047956716,0.020183027,0.021753628,0.177870914,0.044163343,0.085993238,0.035923116,0.101644628,0.086077139,0.115039863,0.050088074,0.119328968,0.117699616,0.017493172,0.057812579,0.022153853,0.085501172,0.181524843,0.013919035,0.034338009
SEPTIN1,0.121068977,0.073801056,0.064381778,0.001342664,0.086162835,0.046818744,0.014297714,0.045238081,0.030119173,0.03568998,0.015451776,0.047193002,0.100970469,0.062819242,0.06190186,0.02295942,0.021537926,0.083590239,0.011437799,0.02424201,0.039807465,0.000462278,0.007182457,0.02085728,0.290446192,0.024470612,0.001976583,0.017486898
ZNF771,0.05352262,0.227355301,0.16200918,0.027245365,0.189442083,0.141585395,0.012553246,0.119724192,0.231441081,0.015009603,0.076863661,0.269412339,0.089245126,0.144025505,0.126467004,0.089703336,0.078242987,0.10057418,0.119443446,0.20731695,0.239810839,0.029803956,0.136632606,0.144833714,0.180003121,0.023844702,0.01967282,0.096457303
DCTPP1,0.083876036,0.353808254,0.230462238,0.15302588,0.646156132,0.162040219,0.040869474,0.138711289,0.306465238,0.029795382,0.073810436,0.345723629,0.089977778,0.060221985,0.138685077,0.120239668,0.084320784,0.137211457,0.188375324,0.237522855,0.551808417,0.030135024,0.141490191,0.195118636,0.156234488,0.294698954,0.040118728,0.125607759
SEPHS2,0.148356423,0.182961047,0.263700545,0.10762126,0.265016198,0.191498563,0.020788772,0.139895424,0.309281468,0.004381872,0.084406741,0.241085276,0.061584044,0.059252053,0.076643541,0.123506844,0.137587696,0.033216164,0.208350793,0.325197488,0.051664963,0.023692504,0.044485897,0.032453369,0.177892253,0.07017649,0.009623528,0.020829042
ITGAL,0.000320034,0.003659469,0.000939821,0.000609042,0.003068473,0.001004811,0.000794247,0.052280743,0.004650109,0.057959821,0.001416999,0.001949774,0.001070339,0.000570518,0.001995248,0.000731742,0.000229978,0.000412552,0.001779344,0.008209925,0.000385588,0.000128297,0.018107986,0.000667936,0.006739084,0.000697271,4.24E-05,0.000949064
AC116348.3,0.000383352,0.001278948,0.00053344,0.000328028,0.000784521,0.000539123,0.000279143,0.000805704,0.000481973,0.000326585,0.000328934,0.000601769,0.000953806,0.000292768,0.000309746,0.000192416,0.000159213,0.000385113,0.000334125,0.000526865,0.000300112,5.40E-05,0.000348501,0.000270469,0.001112263,0.000290842,4.43E-05,0.000146047
AC116348.1,0.000412859,0.016958455,0.002428129,0.000258283,0.000702968,0.008931503,0.000601434,0.001661258,0.005671022,0.000531365,0.001326521,0.001124177,0.024663655,0.007464093,0.00195968,0.001162632,0.010683708,0.001903225,0.000371221,0.009804266,0.000219551,0.00017009,0.00157225,0.001311175,0.02977396,0.00028128,6.93E-05,0.000674907
AC116348.2,0.00024498,0.000685311,0.000353603,0.000296798,0.000724577,0.000283673,0.00021673,0.00072044,0.000450223,0.000239655,0.00025234,0.000504765,0.000353947,0.000158945,0.000221561,0.000160678,8.70E-05,0.000247701,0.000288142,0.000297694,0.000239923,4.42E-05,0.000291984,0.000227381,0.000428007,0.000240539,3.94E-05,0.000116445
ZNF768,0.137058184,0.088730618,0.149058804,0.231488466,0.413365483,0.140224561,0.017301919,0.085549958,0.062623635,0.023606697,0.068338268,0.298464358,0.115091085,0.189353839,0.145607203,0.122247256,0.064219162,0.15887408,0.123083793,0.060090095,0.189815566,0.022592582,0.184264079,0.079002149,0.184950784,0.13186197,0.003912191,0.034572579
ZNF747,0.061932262,0.060953692,0.130378902,0.061692603,0.130161256,0.076450437,0.02265322,0.108845644,0.059294101,0.009397584,0.032834455,0.120485239,0.056509782,0.045685131,0.024976106,0.071282864,0.054951437,0.065818317,0.057157654,0.144816443,0.067224979,0.014550894,0.051093008,0.049567331,0.087656438,0.093604058,0.006510048,0.020577792
AC002310.1,0.009163122,0.023455948,0.030550759,0.019634178,0.07727588,0.020850163,0.002327423,0.019709971,0.032559842,0.001508481,0.010064627,0.05744914,0.013476816,0.026055127,0.014684746,0.01588819,0.00616604,0.004510349,0.015718855,0.02012304,0.118742548,0.006302878,0.025393918,0.013834305,0.010243087,0.06534645,0.000930327,0.002271694
ZNF764,0.009928641,0.049122274,0.015326826,0.016022515,0.067507498,0.053552609,0.00633162,0.065658115,0.02095235,0.009016498,0.024137488,0.030606506,0.04229502,0.018974377,0.011149989,0.011745585,0.009920046,0.021735067,0.019654701,0.033753626,0.054476585,0.000653201,0.037724059,0.023854453,0.010984156,0.077177063,0.000519738,0.003863985
ZNF688,0.089298323,0.050896265,0.182552382,0.084049381,0.270315915,0.084148943,0.061576262,0.141228721,0.087832488,0.040914949,0.047508884,0.24951911,0.041966043,0.251184791,0.102631301,0.118868187,0.029337799,0.16816017,0.174237445,0.202853709,0.154581875,0.038889993,0.125587061,0.09374138,0.27042532,0.164002582,0.011359024,0.024182633
AC002310.2,0.000399209,0.000666304,0.000518743,0.000330894,0.000881309,0.000591806,0.000270421,0.000987224,0.000568779,0.000293361,0.000370658,0.000601157,0.00053144,0.000256813,0.000317722,0.000251719,0.000126575,0.000380779,0.000468273,0.000436221,0.000355866,6.10E-05,0.000333015,0.000308963,0.000485114,0.000374067,5.41E-05,0.000191304
ZNF785,0.049956791,0.072466664,0.037228268,0.071398772,0.155278385,0.044029396,0.005203079,0.099419124,0.063985147,0.010506274,0.019024607,0.115401678,0.051367361,0.141380787,0.075918466,0.035777435,0.080629684,0.046486173,0.138182506,0.020604961,0.141932815,0.006148607,0.068250887,0.039733984,0.137819514,0.104664952,0.00798762,0.006376194
AC093249.2,0.000327754,0.000457559,0.000348461,0.000338741,0.000782027,0.000301964,0.000229135,0.000879933,0.000407552,0.000252852,0.000310617,0.00053226,0.000372654,0.000164946,0.00026811,0.000180561,0.000107641,0.000298181,0.00034563,0.00028572,0.000293629,4.82E-05,0.000276323,0.000283286,0.000428372,0.000280008,4.49E-05,0.000159167
ZNF689,0.080826044,0.020632947,0.139858335,0.039430801,0.1003545,0.063947625,0.011680602,0.087547049,0.025492838,0.001489317,0.017685903,0.09226919,0.013964914,0.055550691,0.003909917,0.06962762,0.057811651,0.051943533,0.073133066,0.081711665,0.047049753,0.004434903,0.02984231,0.042408027,0.058966771,0.070977338,0.004595547,0.008772791
PRR14,0.33150059,0.07265012,0.316372573,0.166384652,0.334669381,0.128641501,0.066551022,0.210765079,0.08784391,0.008947363,0.114235096,0.402140677,0.25289163,0.691561699,0.145885855,0.231853023,0.308995575,0.284692228,0.193860382,0.270635158,0.384085029,0.210995167,0.148518577,0.182987496,0.349375904,0.265907615,0.026448885,0.063161723
FBRS,0.236014828,0.09198688,0.180140153,0.139960349,0.198146924,0.088709272,0.116224989,0.273760468,0.133511007,0.023840424,0.037371248,0.316318065,0.146184415,0.371719629,0.137372494,0.141128868,0.121625058,0.20069246,0.172329545,0.135040969,0.173819482,0.074180864,0.19963114,0.077623673,0.426203549,0.208806321,0.008341471,0.011291783
AC093249.6,0.047790948,0.020063803,0.026661761,0.014908919,0.045761172,0.049836479,0.003513548,0.016568556,0.045131654,0.006097113,0.003614346,0.059242044,0.013228235,0.075220324,0.017802713,0.012125636,0.010951502,0.020660849,0.006619013,0.035593197,0.031589657,0.006808497,0.005102239,0.069009803,0.04171123,0.017332913,0.001182658,0.008998312
SRCAP,0.070425786,0.081622824,0.194721594,0.093177736,0.458743483,0.188067675,0.062314864,0.189338505,0.097723477,0.003321212,0.076844223,0.269126952,0.188812926,0.222575739,0.103489503,0.156291083,0.130689219,0.206914395,0.150896907,0.178562507,0.241058841,0.043783069,0.080327258,0.122613616,0.20490694,0.131696999,0.007378323,0.031164076
TMEM265,0.040018823,0.044695027,0.164837033,0.029957918,0.396648675,0.113072917,0.024678728,0.097371444,0.049967024,0.003980955,0.051470663,0.253217131,0.095141143,0.337185025,0.056515466,0.098563723,0.053205445,0.17395781,0.152482361,0.113294147,0.105007559,0.040202305,0.061088555,0.06399025,0.410982758,0.161970213,0.006667439,0.019459514
PHKG2,0.177847639,0.156409532,0.235466212,0.051263794,0.262220472,0.173576325,0.038025137,0.170431554,0.329831511,0.002174171,0.057239689,0.211210042,0.230845094,0.45861882,0.098198272,0.232624307,0.174349681,0.112029448,0.221063018,0.287502676,0.29310599,0.079217054,0.080871083,0.091338649,0.249885768,0.098453142,0.010077579,0.060381953
CCDC189,0.008629571,0.059831917,0.03737817,0.001365311,0.018440668,0.009115801,0.0006641,0.016514875,0.0140978,0.002096373,0.003921422,0.060776349,0.019080332,0.017598638,0.00165927,0.031226588,0.002076066,0.010451603,0.017818179,0.011069719,0.185845152,0.000822807,0.002812241,0.053508256,0.003719024,0.031730857,5.80E-05,0.007741294
RNF40,0.157598227,0.160146162,0.267949015,0.363452375,0.762541234,0.104799375,0.147909507,0.246780455,0.346149713,0.120951131,0.165381745,0.399942219,0.190912515,0.277254403,0.115879156,0.372763693,0.318049312,0.435124934,0.14788571,0.258549184,0.279395044,0.100229844,0.424407184,0.14596948,0.616648257,0.29638955,0.050744809,0.073149562
ZNF629,0.074340135,0.118377782,0.103170954,0.136668235,0.404269576,0.043967877,0.04635473,0.053662702,0.129299492,0.040314246,0.020415165,0.190095723,0.094552033,0.128329322,0.053040832,0.106799506,0.059728071,0.133080766,0.086467221,0.071498156,0.140730128,0.020380454,0.092939809,0.063207969,0.109825917,0.258076459,0.00278392,0.050056204
AC106886.3,0.018573739,0.008849551,0.008299189,0.017995682,0.039487768,0.021312229,0.000459,0.003807227,0.004349972,0.00127219,0.006339479,0.036922202,0.006750794,0.04735386,0.035756271,0.015228638,0.002269364,0.006598961,0.018573752,0.004289926,0.005447028,0.000760952,0.04573131,0.003491351,0.020414026,0.028021997,0.000331871,0.000377712
BCL7C,0.065025099,0.069476761,0.238985777,0.22163637,0.536172986,0.089504525,0.167864427,0.506862462,0.065097824,0.076240122,0.076153807,0.560375333,0.195927441,0.02898463,0.07581608,0.187542289,0.091330439,0.285354137,0.080364794,0.325227797,0.63845253,0.018109618,0.149528861,0.167781755,0.240686089,0.269168198,0.047999121,0.138147309
MIR762HG,0.092485256,0.03356912,0.092744619,0.096818864,0.20357357,0.074788228,0.004458346,0.021595838,0.07196103,0.001449198,0.010216741,0.090572909,0.068588614,0.146764159,0.081234649,0.121104196,0.007550625,0.021413382,0.051555682,0.05077881,0.157403916,0.015051343,0.008070065,0.048042696,0.012964945,0.049517408,0.003399906,0.01684233
AC135048.2,0.000280929,0.00055336,0.000327996,0.000362855,0.000770963,0.000314305,0.000211107,0.000775814,0.000359162,0.000264112,0.000264617,0.000545713,0.000371442,0.000166624,0.000250963,0.000181624,9.84E-05,0.000269484,0.0003506,0.000282119,0.000258902,4.68E-05,0.000272166,0.00022289,0.000452056,0.000260755,4.50E-05,0.000121423
